"wvsccode","wave","year","aj","age","collegeed","female","unemployed","ideology","satisfinancial","postma4","cai","trustmostpeople","godimportant","respectauthority","nationalpride"
840,1,1982,1,,,1,0,3,8,,0,0,10,1,1
840,1,1982,5,29,,0,0,2,1,,0,0,10,0,0
840,1,1982,1,60,,1,0,6,7,,-2,0,10,1,0
840,1,1982,1,69,,0,0,1,10,,0,1,10,1,1
840,1,1982,1,68,,1,0,10,9,,-1,0,10,1,1
840,1,1982,10,52,,0,0,5,3,,1,0,10,-1,0
840,1,1982,5,29,,1,0,5,6,,1,0,10,1,1
840,1,1982,1,29,,1,0,1,10,,-1,1,10,1,1
840,1,1982,1,22,,0,0,5,8,,-2,0,10,1,1
840,1,1982,7,46,,1,0,3,7,,-1,0,10,1,1
840,1,1982,4,65,,0,0,,6,,-2,0,10,1,1
840,1,1982,6,44,,1,0,3,7,,0,0,10,1,0
840,1,1982,1,62,,0,0,9,8,,0,0,10,1,1
840,1,1982,1,39,,0,0,9,10,,-1,1,10,1,1
840,1,1982,4,33,,1,0,8,5,,0,0,10,1,0
840,1,1982,10,18,,0,1,5,1,,1,1,4,1,0
840,1,1982,8,67,,1,0,6,10,,0,1,10,1,1
840,1,1982,1,70,,0,0,10,5,,0,0,10,-1,1
840,1,1982,1,74,,1,0,10,4,,1,0,10,1,1
840,1,1982,10,53,,1,0,8,9,,-2,0,10,-1,1
840,1,1982,5,45,,1,0,5,6,,0,0,9,1,0
840,1,1982,8,21,,1,0,5,7,,-1,0,8,1,0
840,1,1982,3,42,,0,0,4,3,,-1,0,10,0,0
840,1,1982,1,18,,1,0,,1,,0,1,10,1,0
840,1,1982,1,70,,1,0,10,5,,0,0,10,1,1
840,1,1982,3,40,,0,0,7,1,,0,0,10,-1,0
840,1,1982,3,43,,1,,5,5,,-1,1,10,1,1
840,1,1982,3,52,,1,0,6,5,,0,0,9,1,1
840,1,1982,1,65,,0,0,6,10,,0,0,10,1,1
840,1,1982,1,28,,1,0,4,6,,0,0,10,1,0
840,1,1982,1,66,,0,0,7,10,,1,0,10,1,0
840,1,1982,1,30,,1,1,7,8,,0,1,10,1,0
840,1,1982,7,54,,0,0,5,8,,-1,0,8,1,0
840,1,1982,1,35,,1,0,5,9,,-1,0,10,1,1
840,1,1982,1,27,,1,1,5,3,,0,0,10,1,0
840,1,1982,2,32,,1,0,,10,,0,0,10,1,0
840,1,1982,1,79,,0,0,1,10,,-1,0,10,1,1
840,1,1982,6,21,,1,0,6,5,,0,0,10,0,1
840,1,1982,1,26,,1,0,,2,,0,0,10,1,1
840,1,1982,6,46,,1,0,9,7,,-2,0,10,0,1
840,1,1982,3,61,,1,0,8,9,,0,0,10,1,1
840,1,1982,1,65,,1,0,7,8,,0,1,10,1,1
840,1,1982,1,59,,0,0,5,5,,1,1,10,1,1
840,1,1982,1,18,,0,0,,5,,1,0,10,1,0
840,1,1982,6,42,,0,0,4,9,,1,1,8,1,1
840,1,1982,1,26,,0,0,10,10,,1,0,10,1,0
840,1,1982,5,31,,1,0,,5,,0,0,10,1,1
840,1,1982,1,41,,1,0,10,8,,0,0,10,1,1
840,1,1982,9,46,,0,0,3,5,,1,1,2,-1,0
840,1,1982,3,26,,1,0,4,6,,1,0,5,1,0
840,1,1982,1,70,,1,0,5,9,,-1,0,10,1,1
840,1,1982,1,55,,1,0,8,8,,0,0,10,1,1
840,1,1982,2,22,,0,0,5,7,,1,0,9,1,0
840,1,1982,9,52,,0,0,8,8,,1,0,10,1,1
840,1,1982,5,30,,0,1,5,9,,0,1,9,1,1
840,1,1982,1,63,,1,0,5,5,,0,0,10,1,1
840,1,1982,6,44,,0,0,10,9,,0,0,10,1,1
840,1,1982,5,38,,1,0,,9,,-1,0,5,1,0
840,1,1982,2,79,,0,0,2,7,,-1,0,10,1,1
840,1,1982,6,42,,1,1,,1,,1,0,10,1,1
840,1,1982,1,29,,0,1,7,4,,-1,0,10,1,0
840,1,1982,3,48,,1,0,5,10,,0,0,10,1,1
840,1,1982,1,55,,1,0,7,3,,-2,0,10,1,1
840,1,1982,1,52,,1,,4,10,,1,0,10,1,1
840,1,1982,1,18,,0,0,,5,,0,0,4,1,1
840,1,1982,1,40,,0,0,4,7,,0,0,10,1,1
840,1,1982,1,36,,1,0,3,6,,-1,0,10,1,0
840,1,1982,7,35,,0,0,2,8,,1,0,8,0,0
840,1,1982,5,22,,1,0,1,5,,-1,0,10,1,1
840,1,1982,1,70,,1,0,1,5,,0,0,10,1,0
840,1,1982,7,34,,1,0,6,5,,0,0,9,1,0
840,1,1982,8,18,,1,0,5,8,,-1,0,10,1,1
840,1,1982,1,41,,1,0,5,,,0,0,10,1,1
840,1,1982,5,,,0,0,7,6,,1,0,5,1,1
840,1,1982,1,21,,0,0,7,5,,-1,0,6,1,0
840,1,1982,1,46,,0,0,5,6,,-2,0,10,1,0
840,1,1982,4,22,,0,0,6,10,,1,0,10,1,1
840,1,1982,1,57,,1,0,2,1,,-2,0,10,1,1
840,1,1982,1,50,,0,0,,1,,-1,0,10,1,0
840,1,1982,1,33,,0,0,6,4,,1,0,5,0,0
840,1,1982,4,66,,1,0,,5,,-1,0,9,1,1
840,1,1982,3,24,,1,0,5,1,,0,1,10,1,1
840,1,1982,1,40,,0,0,5,7,,-2,0,10,1,0
840,1,1982,1,52,,1,1,4,1,,1,0,10,1,1
840,1,1982,1,50,,0,0,6,8,,1,0,9,1,1
840,1,1982,1,19,,1,0,1,8,,-1,0,10,1,1
840,1,1982,1,72,,0,0,8,5,,-1,0,10,1,1
840,1,1982,1,36,,1,0,7,8,,0,0,10,1,0
840,1,1982,5,22,,1,0,5,4,,-1,0,10,1,1
840,1,1982,8,40,,1,0,7,7,,-2,0,10,1,0
840,1,1982,1,37,,0,1,6,1,,0,0,10,1,1
840,1,1982,1,28,,0,,6,7,,0,0,10,1,0
840,1,1982,3,18,,0,0,6,8,,0,1,10,0,0
840,1,1982,5,24,,1,1,5,9,,1,0,10,1,
840,1,1982,10,30,,0,1,2,1,,1,1,10,-1,1
840,1,1982,6,30,,0,0,4,4,,0,1,10,0,0
840,1,1982,6,26,,1,0,1,2,,0,0,10,0,0
840,1,1982,1,31,,0,0,5,6,,-1,0,10,1,1
840,1,1982,1,27,,1,0,8,7,,0,0,10,1,1
840,1,1982,1,69,,1,0,,5,,-2,0,10,1,1
840,1,1982,1,69,,1,0,,5,,0,0,10,0,
840,1,1982,5,36,,0,0,5,8,,0,0,10,0,1
840,1,1982,1,20,,1,0,3,2,,1,0,10,1,1
840,1,1982,5,20,,1,1,10,9,,0,0,10,-1,1
840,1,1982,7,44,,0,0,3,4,,-2,0,10,1,0
840,1,1982,1,32,,1,0,,5,,-2,0,10,1,1
840,1,1982,5,64,,1,0,10,5,,-1,0,10,1,1
840,1,1982,7,51,,0,,7,4,,1,0,7,1,0
840,1,1982,1,55,,1,0,5,7,,-1,0,10,1,0
840,1,1982,1,18,,1,0,6,7,,0,1,10,1,0
840,1,1982,1,32,,0,0,8,7,,0,0,9,1,0
840,1,1982,5,54,,1,0,4,7,,1,0,10,1,1
840,1,1982,7,62,,1,,5,1,,0,0,10,1,1
840,1,1982,7,27,,0,0,9,8,,0,0,7,1,1
840,1,1982,6,24,,0,0,3,5,,2,0,9,1,0
840,1,1982,,48,,1,0,,5,,-1,0,9,1,1
840,1,1982,1,37,,0,0,2,8,,1,0,10,1,1
840,1,1982,8,34,,0,0,9,7,,1,0,7,1,1
840,1,1982,1,52,,0,0,9,8,,-2,0,10,1,0
840,1,1982,1,48,,0,0,4,8,,0,1,10,1,1
840,1,1982,1,22,,1,0,,3,,-1,0,10,1,1
840,1,1982,5,66,,0,0,8,7,,-1,1,8,1,1
840,1,1982,3,63,,1,0,7,6,,1,0,7,1,1
840,1,1982,2,71,,1,0,,1,,-1,0,10,1,1
840,1,1982,6,44,,0,0,,4,,-1,0,7,0,1
840,1,1982,1,56,,1,0,2,6,,1,0,10,1,1
840,1,1982,1,56,,1,0,,5,,1,0,10,1,1
840,1,1982,5,34,,1,0,3,8,,-1,0,9,1,0
840,1,1982,8,56,,0,0,5,6,,0,1,3,-1,0
840,1,1982,1,44,,0,0,10,10,,-1,0,10,1,1
840,1,1982,8,26,,0,1,4,7,,-1,0,8,1,1
840,1,1982,1,,,1,0,7,7,,1,0,7,1,0
840,1,1982,4,23,,1,0,8,7,,2,0,6,1,0
840,1,1982,1,41,,1,0,6,5,,-2,1,10,1,0
840,1,1982,1,39,,1,0,7,4,,-1,0,8,0,1
840,1,1982,1,35,,1,0,10,6,,-2,0,10,1,1
840,1,1982,3,24,,1,1,4,5,,1,0,10,1,1
840,1,1982,1,18,,0,0,5,10,,0,0,5,1,1
840,1,1982,1,18,,0,,,7,,-2,0,10,1,0
840,1,1982,5,65,,0,0,7,6,,-1,0,7,1,1
840,1,1982,1,51,,1,0,7,7,,1,0,7,1,1
840,1,1982,1,33,,1,0,8,10,,0,1,10,0,1
840,1,1982,1,67,,1,0,8,6,,0,0,10,1,1
840,1,1982,6,39,,1,0,4,6,,-2,0,10,1,0
840,1,1982,5,48,,0,0,1,9,,1,0,10,1,0
840,1,1982,5,28,,0,0,5,6,,0,0,10,1,0
840,1,1982,1,19,,1,0,5,8,,0,0,10,1,1
840,1,1982,2,21,,0,0,6,5,,0,0,1,1,1
840,1,1982,1,23,,1,0,,2,,0,0,6,-1,1
840,1,1982,5,23,,1,0,4,,,0,1,2,-1,0
840,1,1982,7,50,,0,0,6,10,,0,0,10,1,1
840,1,1982,5,30,,1,0,5,3,,1,1,10,1,1
840,1,1982,10,65,,0,0,10,1,,-1,0,2,1,1
840,1,1982,7,22,,1,0,3,2,,1,1,9,1,0
840,1,1982,2,22,,1,1,8,8,,-1,0,5,1,0
840,1,1982,1,82,,1,0,8,9,,-2,1,10,1,1
840,1,1982,1,75,,0,0,6,5,,0,0,10,1,1
840,1,1982,7,23,,0,0,2,4,,1,,1,0,
840,1,1982,5,62,,1,0,5,10,,0,1,10,1,1
840,1,1982,10,34,,0,0,6,6,,1,1,1,1,0
840,1,1982,1,78,,1,0,6,7,,0,0,10,1,1
840,1,1982,1,65,,1,0,5,10,,-1,1,10,1,1
840,1,1982,1,70,,1,0,10,3,,-2,0,10,1,1
840,1,1982,1,78,,1,0,9,10,,0,0,10,1,1
840,1,1982,6,21,,0,0,7,4,,0,0,6,1,0
840,1,1982,5,23,,1,0,8,8,,1,0,10,0,1
840,1,1982,2,18,,0,0,4,9,,1,0,6,1,1
840,1,1982,9,40,,1,0,5,7,,1,,1,1,0
840,1,1982,8,31,,0,0,4,7,,1,0,7,1,0
840,1,1982,7,18,,1,0,6,7,,-1,1,10,1,1
840,1,1982,8,29,,0,0,4,5,,0,0,10,1,0
840,1,1982,1,44,,1,0,6,7,,-2,0,10,1,1
840,1,1982,1,55,,1,0,5,10,,1,1,10,1,1
840,1,1982,1,33,,1,0,7,2,,1,0,10,1,1
840,1,1982,9,39,,1,0,3,10,,0,0,7,1,
840,1,1982,5,60,,1,0,5,10,,1,0,10,1,1
840,1,1982,10,38,,0,0,7,10,,1,0,5,1,1
840,1,1982,5,65,,1,0,,2,,0,1,10,1,1
840,1,1982,7,80,,0,0,10,10,,-1,0,10,1,1
840,1,1982,1,19,,0,0,8,9,,1,0,5,1,0
840,1,1982,1,18,,0,0,,5,,0,0,,1,0
840,1,1982,5,62,,0,0,6,7,,1,1,8,0,1
840,1,1982,8,83,,1,0,6,7,,-2,0,6,1,0
840,1,1982,1,41,,1,0,5,6,,0,0,7,1,1
840,1,1982,1,62,,0,0,7,7,,0,,8,1,1
840,1,1982,8,22,,1,0,6,8,,1,1,8,1,1
840,1,1982,1,18,,0,0,5,6,,0,1,7,1,0
840,1,1982,1,20,,1,0,5,5,,0,0,7,1,1
840,1,1982,5,37,,1,0,5,9,,1,1,7,0,0
840,1,1982,4,27,,1,0,6,9,,2,1,6,1,1
840,1,1982,4,21,,1,,4,7,,-1,1,4,1,1
840,1,1982,1,49,,0,0,4,3,,-1,0,10,1,1
840,1,1982,,33,,0,0,6,5,,1,0,6,1,
840,1,1982,1,37,,0,0,7,8,,0,1,7,1,1
840,1,1982,1,21,,1,0,4,7,,-1,0,9,0,1
840,1,1982,1,66,,1,,2,10,,0,1,10,1,1
840,1,1982,10,65,,1,0,2,9,,-1,1,10,1,1
840,1,1982,5,33,,0,1,6,4,,1,0,8,1,1
840,1,1982,4,32,,0,0,6,7,,1,0,5,1,1
840,1,1982,4,56,,1,0,6,6,,-1,1,8,1,1
840,1,1982,2,61,,1,0,7,9,,-1,0,10,1,1
840,1,1982,7,43,,0,0,5,7,,-1,,8,1,1
840,1,1982,1,48,,1,0,,8,,-1,1,,1,0
840,1,1982,1,27,,0,1,5,2,,1,1,7,1,1
840,1,1982,5,53,,1,0,6,8,,1,1,10,1,1
840,1,1982,5,68,,0,0,6,9,,0,1,9,1,1
840,1,1982,1,57,,1,0,5,9,,-1,0,10,1,1
840,1,1982,1,75,,1,0,5,8,,-2,1,8,1,1
840,1,1982,1,78,,1,0,10,,,0,0,10,1,1
840,1,1982,3,60,,1,0,6,7,,-1,1,10,1,1
840,1,1982,1,28,,0,0,2,6,,1,0,6,0,1
840,1,1982,7,61,,1,0,7,8,,-1,0,10,1,0
840,1,1982,1,19,,1,1,5,9,,1,0,10,1,1
840,1,1982,5,29,,1,0,5,8,,-1,0,10,1,1
840,1,1982,1,46,,0,0,5,9,,-1,0,10,1,1
840,1,1982,2,39,,1,0,6,5,,2,1,9,1,0
840,1,1982,1,67,,0,0,8,10,,-1,0,10,1,1
840,1,1982,1,34,,1,0,6,8,,0,1,10,1,1
840,1,1982,9,23,,1,0,6,2,,0,0,7,1,1
840,1,1982,10,60,,1,0,5,4,,0,1,10,1,1
840,1,1982,3,24,,1,0,3,5,,0,1,5,1,1
840,1,1982,4,58,,0,0,4,6,,-1,0,10,1,1
840,1,1982,5,45,,1,0,5,7,,1,1,8,1,1
840,1,1982,1,36,,1,0,2,2,,1,0,10,1,1
840,1,1982,1,46,,1,0,3,6,,-1,1,10,1,1
840,1,1982,5,52,,1,0,5,7,,-1,1,9,1,1
840,1,1982,3,34,,0,0,10,6,,0,0,10,1,1
840,1,1982,1,78,,0,0,7,5,,-1,0,10,1,0
840,1,1982,6,35,,1,1,8,1,,-1,0,10,1,1
840,1,1982,1,66,,1,0,8,3,,-1,0,10,1,1
840,1,1982,1,22,,0,0,6,6,,1,0,6,1,1
840,1,1982,4,22,,0,0,5,6,,1,0,7,1,1
840,1,1982,1,29,,0,0,,10,,0,1,10,0,0
840,1,1982,5,31,,1,0,7,7,,0,0,7,1,0
840,1,1982,1,77,,1,0,7,8,,1,0,10,1,1
840,1,1982,1,34,,1,0,9,6,,-2,0,10,1,1
840,1,1982,10,41,,0,0,3,3,,0,0,1,0,0
840,1,1982,2,35,,1,,6,4,,0,1,10,1,1
840,1,1982,1,50,,0,0,5,3,,0,0,5,1,1
840,1,1982,6,68,,1,0,1,8,,0,1,10,1,1
840,1,1982,5,67,,0,0,5,6,,0,1,10,1,1
840,1,1982,4,26,,1,0,5,5,,-1,1,1,1,1
840,1,1982,2,48,,0,0,5,8,,-1,1,10,1,0
840,1,1982,4,43,,1,0,4,7,,1,1,10,1,1
840,1,1982,3,40,,1,0,7,8,,-1,0,9,0,1
840,1,1982,1,82,,1,0,9,9,,-1,0,8,1,1
840,1,1982,1,21,,1,0,8,3,,0,0,10,1,1
840,1,1982,6,59,,1,0,5,7,,0,,10,1,1
840,1,1982,2,20,,1,0,5,10,,0,0,9,0,1
840,1,1982,1,36,,1,0,4,7,,1,0,7,1,0
840,1,1982,7,71,,0,0,9,8,,1,0,10,1,1
840,1,1982,6,18,,0,0,8,10,,1,0,9,1,1
840,1,1982,5,53,,0,0,5,5,,-1,1,10,1,1
840,1,1982,6,19,,0,0,5,8,,0,0,7,1,1
840,1,1982,6,74,,1,0,9,9,,1,1,10,1,1
840,1,1982,1,57,,1,0,8,3,,-1,1,10,1,1
840,1,1982,5,61,,0,,7,9,,0,0,8,,1
840,1,1982,2,45,,1,0,5,8,,-1,1,10,1,1
840,1,1982,8,45,,0,0,3,7,,0,,9,-1,1
840,1,1982,3,39,,1,0,7,5,,0,0,7,1,1
840,1,1982,1,24,,1,0,8,5,,0,1,8,1,1
840,1,1982,1,80,,1,0,,8,,-2,0,10,1,1
840,1,1982,6,60,,1,0,5,5,,0,1,7,1,0
840,1,1982,1,75,,1,0,6,2,,0,0,9,1,1
840,1,1982,1,66,,0,0,5,5,,1,0,10,1,1
840,1,1982,1,33,,1,0,5,8,,-1,1,9,1,1
840,1,1982,5,55,,1,0,6,1,,-1,0,9,1,1
840,1,1982,1,24,,1,0,5,8,,1,1,10,1,1
840,1,1982,1,43,,1,0,5,5,,1,1,9,1,1
840,1,1982,1,45,,1,0,5,7,,0,1,10,1,1
840,1,1982,5,57,,1,0,7,7,,-1,0,10,1,1
840,1,1982,6,27,,1,1,2,1,,-1,0,9,1,1
840,1,1982,1,56,,0,0,7,4,,-1,0,8,1,1
840,1,1982,1,19,,1,1,7,9,,0,1,7,1,0
840,1,1982,1,37,,0,0,5,5,,0,1,9,1,1
840,1,1982,2,52,,0,0,7,6,,-1,1,10,1,1
840,1,1982,5,30,,1,0,2,7,,-1,1,3,-1,0
840,1,1982,6,23,,1,0,4,9,,0,1,5,1,1
840,1,1982,2,57,,0,0,2,3,,-1,0,10,1,
840,1,1982,9,53,,1,0,8,8,,0,1,8,1,0
840,1,1982,2,75,,1,0,8,10,,-1,1,10,1,1
840,1,1982,5,69,,0,0,7,8,,0,1,10,1,1
840,1,1982,8,39,,0,0,10,9,,0,0,9,1,1
840,1,1982,1,60,,1,0,5,7,,-1,0,8,1,0
840,1,1982,3,56,,1,0,7,7,,-1,1,10,1,1
840,1,1982,1,37,,0,0,3,4,,0,1,8,1,1
840,1,1982,2,18,,1,0,5,5,,1,0,9,1,1
840,1,1982,1,39,,1,0,8,6,,-2,0,10,1,1
840,1,1982,1,61,,0,0,8,10,,-1,0,10,1,1
840,1,1982,3,21,,0,0,4,3,,1,0,3,1,1
840,1,1982,3,19,,0,0,5,5,,-1,0,8,1,1
840,1,1982,1,61,,0,0,7,8,,0,1,10,1,1
840,1,1982,2,18,,0,0,5,5,,-2,1,10,1,1
840,1,1982,1,41,,1,0,6,5,,-1,0,10,1,1
840,1,1982,9,26,,0,0,8,6,,1,1,5,1,1
840,1,1982,6,26,,1,0,7,8,,-1,1,10,1,0
840,1,1982,1,81,,0,0,5,5,,-1,,10,1,1
840,1,1982,3,25,,1,0,7,9,,2,1,5,0,1
840,1,1982,1,28,,0,0,5,7,,-1,1,7,1,1
840,1,1982,1,23,,0,0,5,6,,1,1,7,1,0
840,1,1982,4,27,,0,0,8,9,,-1,1,1,1,0
840,1,1982,1,52,,1,0,1,1,,-1,1,10,1,1
840,1,1982,2,62,,1,0,7,7,,-1,0,9,1,0
840,1,1982,1,21,,0,0,5,9,,1,1,8,1,1
840,1,1982,1,39,,0,0,5,6,,1,1,8,-1,1
840,1,1982,1,62,,1,0,8,10,,-1,0,10,1,1
840,1,1982,1,37,,1,0,5,10,,-1,1,10,1,1
840,1,1982,4,22,,0,0,3,4,,1,1,2,1,0
840,1,1982,1,80,,1,0,8,10,,-2,0,10,1,1
840,1,1982,2,73,,1,0,7,7,,0,0,8,-1,1
840,1,1982,5,82,,1,0,5,3,,0,0,8,1,1
840,1,1982,10,45,,0,0,3,7,,-1,0,3,1,1
840,1,1982,6,66,,1,0,,10,,-1,1,10,1,1
840,1,1982,7,29,,0,0,6,2,,1,0,6,1,1
840,1,1982,6,56,,0,0,8,4,,1,0,10,1,1
840,1,1982,2,40,,1,0,5,9,,1,0,10,1,1
840,1,1982,1,78,,1,0,1,9,,0,0,10,1,1
840,1,1982,1,70,,0,0,5,8,,-2,1,9,1,1
840,1,1982,4,63,,0,0,8,5,,-1,0,7,1,1
840,1,1982,1,83,,1,0,,10,,-1,,9,0,1
840,1,1982,1,34,,1,0,5,8,,0,1,7,1,1
840,1,1982,1,33,,1,0,,6,,0,0,9,1,1
840,1,1982,5,36,,1,0,5,5,,-2,1,9,1,0
840,1,1982,5,68,,1,0,5,5,,-1,0,10,1,1
840,1,1982,1,31,,0,0,2,7,,0,0,10,1,1
840,1,1982,7,74,,1,0,8,6,,0,1,10,-1,1
840,1,1982,1,65,,1,0,5,10,,-1,1,10,1,1
840,1,1982,5,62,,1,0,7,10,,-2,0,10,1,1
840,1,1982,,76,,0,0,,9,,0,1,9,,1
840,1,1982,1,30,,1,0,,7,,0,1,10,1,1
840,1,1982,1,50,,0,0,8,10,,-1,0,10,1,1
840,1,1982,7,22,,1,0,5,5,,-1,1,5,0,1
840,1,1982,3,79,,1,0,5,7,,1,0,9,1,1
840,1,1982,9,18,,1,0,5,7,,-1,0,9,0,0
840,1,1982,1,24,,1,0,6,10,,1,1,10,1,1
840,1,1982,2,61,,1,0,9,6,,0,1,8,1,1
840,1,1982,5,23,,0,0,,10,,-1,0,10,0,0
840,1,1982,5,34,,1,0,5,6,,1,1,3,0,1
840,1,1982,1,69,,1,0,10,10,,0,0,10,0,1
840,1,1982,1,19,,1,0,,10,,0,0,10,1,1
840,1,1982,1,27,,1,0,5,10,,-1,1,10,1,1
840,1,1982,1,19,,1,0,9,10,,-1,0,10,1,1
840,1,1982,1,21,,0,0,3,5,,0,0,8,1,1
840,1,1982,1,28,,0,0,5,5,,-1,0,9,1,0
840,1,1982,1,48,,1,0,8,8,,-2,1,10,1,1
840,1,1982,8,57,,1,0,5,9,,2,1,6,1,0
840,1,1982,4,24,,1,0,8,4,,0,0,10,0,1
840,1,1982,1,46,,1,0,8,6,,0,0,10,1,1
840,1,1982,3,45,,1,0,6,7,,-1,0,10,1,1
840,1,1982,2,70,,1,0,,8,,-1,1,10,1,1
840,1,1982,2,26,,0,0,10,5,,-1,1,10,1,1
840,1,1982,1,60,,0,0,3,8,,0,1,10,1,1
840,1,1982,2,31,,1,0,7,7,,-2,1,8,0,0
840,1,1982,4,28,,1,0,7,4,,0,0,7,1,0
840,1,1982,2,38,,0,0,4,8,,-1,1,9,1,1
840,1,1982,10,49,,0,0,6,10,,0,0,8,-1,1
840,1,1982,1,74,,0,0,9,6,,0,1,8,1,1
840,1,1982,1,27,,1,,6,6,,-1,0,10,1,0
840,1,1982,1,26,,1,0,,9,,0,,8,1,1
840,1,1982,1,26,,0,0,2,5,,1,1,10,1,1
840,1,1982,6,39,,0,0,5,1,,-1,0,10,-1,1
840,1,1982,8,35,,0,0,5,7,,1,0,6,1,1
840,1,1982,1,30,,0,0,1,1,,0,0,10,1,1
840,1,1982,6,36,,1,1,6,8,,1,0,7,1,1
840,1,1982,4,76,,0,0,2,5,,1,0,10,1,1
840,1,1982,1,73,,0,0,8,4,,0,0,10,1,1
840,1,1982,1,24,,1,0,6,7,,1,1,10,1,1
840,1,1982,1,59,,0,0,10,4,,-1,1,10,1,1
840,1,1982,3,67,,1,0,5,8,,1,0,10,1,1
840,1,1982,7,42,,1,0,4,6,,0,1,7,-1,1
840,1,1982,5,24,,0,0,5,1,,0,0,2,0,0
840,1,1982,3,48,,0,0,8,4,,-1,,10,1,1
840,1,1982,8,22,,1,0,6,3,,2,0,6,1,1
840,1,1982,10,26,,1,1,9,9,,1,0,2,1,0
840,1,1982,5,92,,0,0,5,5,,0,0,1,1,1
840,1,1982,1,30,,0,0,6,4,,-1,0,9,1,1
840,1,1982,1,59,,1,0,,8,,-1,1,10,1,1
840,1,1982,1,76,,0,0,7,10,,-1,0,10,1,1
840,1,1982,5,26,,0,0,10,8,,1,0,5,-1,1
840,1,1982,5,20,,0,0,1,8,,-1,1,10,1,0
840,1,1982,1,21,,1,0,6,2,,-2,0,10,1,1
840,1,1982,1,50,,1,0,7,8,,0,1,5,1,1
840,1,1982,10,45,,1,0,3,6,,1,1,10,-1,0
840,1,1982,1,66,,0,0,6,9,,-2,0,10,1,1
840,1,1982,10,52,,0,0,5,6,,2,0,10,1,0
840,1,1982,10,21,,1,0,6,1,,1,0,8,1,0
840,1,1982,7,31,,1,0,6,3,,1,0,10,1,1
840,1,1982,5,21,,1,0,2,7,,0,1,5,1,0
840,1,1982,10,38,,0,0,3,1,,1,1,5,1,1
840,1,1982,6,21,,1,0,6,6,,0,0,5,1,0
840,1,1982,10,50,,1,1,5,4,,0,0,10,1,1
840,1,1982,1,18,,0,1,5,3,,0,0,10,1,1
840,1,1982,5,19,,1,0,6,3,,0,0,8,1,0
840,1,1982,8,18,,0,0,5,1,,0,0,4,1,0
840,1,1982,1,25,,1,0,,5,,-1,1,10,1,0
840,1,1982,5,63,,0,0,8,7,,0,0,10,1,1
840,1,1982,1,18,,1,0,,8,,0,0,10,0,
840,1,1982,1,51,,1,0,8,8,,-1,0,10,0,1
840,1,1982,1,24,,1,0,7,4,,0,0,10,1,0
840,1,1982,1,23,,0,0,5,6,,0,1,10,1,1
840,1,1982,1,23,,0,0,7,8,,-1,0,10,1,1
840,1,1982,10,,,0,0,2,9,,1,1,1,1,1
840,1,1982,8,62,,1,0,8,7,,1,,8,1,1
840,1,1982,1,68,,1,0,9,8,,-1,1,10,1,1
840,1,1982,1,37,,1,0,5,4,,0,1,10,1,1
840,1,1982,1,30,,1,0,7,8,,-1,1,1,1,1
840,1,1982,5,33,,1,0,5,4,,0,1,10,-1,1
840,1,1982,5,74,,0,0,5,10,,1,1,10,1,1
840,1,1982,3,18,,0,0,4,7,,0,1,10,1,1
840,1,1982,4,60,,1,0,6,8,,0,1,9,1,1
840,1,1982,9,24,,0,0,1,8,,1,0,1,0,1
840,1,1982,9,40,,1,0,5,3,,0,1,7,0,1
840,1,1982,1,26,,1,0,2,5,,1,1,10,1,1
840,1,1982,7,35,,0,0,,4,,-2,1,10,1,0
840,1,1982,1,72,,1,0,10,10,,0,1,10,1,1
840,1,1982,1,32,,0,0,4,6,,1,1,9,0,0
840,1,1982,8,27,,0,0,3,4,,0,0,10,1,1
840,1,1982,5,52,,0,0,8,7,,2,1,5,1,1
840,1,1982,3,19,,0,0,5,8,,-1,0,3,1,1
840,1,1982,2,19,,0,0,3,9,,0,1,5,-1,1
840,1,1982,1,40,,0,0,5,7,,1,0,8,1,1
840,1,1982,9,76,,0,0,9,8,,0,1,8,1,1
840,1,1982,3,32,,0,0,3,8,,1,0,8,1,1
840,1,1982,1,66,,0,0,5,9,,0,1,9,1,1
840,1,1982,8,46,,1,0,3,8,,2,1,1,1,1
840,1,1982,3,28,,1,0,6,7,,1,1,10,0,1
840,1,1982,1,62,,0,,5,8,,-1,1,7,1,1
840,1,1982,6,20,,0,0,5,10,,0,0,7,1,1
840,1,1982,6,42,,0,0,5,8,,2,1,8,0,0
840,1,1982,5,54,,0,0,7,7,,-1,1,2,0,1
840,1,1982,10,28,,1,1,3,3,,0,0,7,-1,1
840,1,1982,3,33,,0,0,5,10,,1,0,10,1,1
840,1,1982,8,43,,1,0,5,5,,0,0,1,1,0
840,1,1982,6,76,,1,0,5,10,,-1,0,10,1,1
840,1,1982,1,43,,1,0,6,4,,-1,1,10,1,0
840,1,1982,1,59,,1,0,7,2,,-1,0,9,1,1
840,1,1982,5,24,,0,0,6,6,,0,1,4,1,1
840,1,1982,10,24,,1,0,3,10,,1,1,5,0,0
840,1,1982,3,40,,1,0,,1,,0,0,9,1,1
840,1,1982,5,29,,1,0,9,7,,1,0,5,1,1
840,1,1982,5,22,,0,0,5,5,,1,0,10,1,1
840,1,1982,9,23,,0,1,6,9,,1,1,1,1,1
840,1,1982,10,37,,0,0,8,9,,0,1,1,1,1
840,1,1982,8,69,,0,0,5,2,,-1,0,6,0,1
840,1,1982,6,20,,1,0,7,7,,1,1,7,1,1
